gene_id;seqname;strand;splice5;splice3;n1;n2
gene15703;NT_033777.3;-1;20614792;20614725;26;0
gene15703;NT_033777.3;-1;20616579;20615752;44;2
gene15704;NT_033777.3;1;20618103;20618214;1293;0
gene15704;NT_033777.3;1;20618508;20618563;1611;0
gene15704;NT_033777.3;1;20619629;20619861;1347;10
gene15704;NT_033777.3;1;20620083;20620161;2996;1
gene15705;NT_033777.3;1;20623299;20623370;1427;1
gene15705;NT_033777.3;1;20623545;20624130;1743;2
gene15705;NT_033777.3;1;20624892;20625041;1831;0
gene15705;NT_033777.3;1;20626594;20626759;2286;0
gene15706;NT_033777.3;-1;20629938;20629876;7136;0
gene15706;NT_033777.3;-1;20630126;20630059;5500;1
gene15706;NT_033777.3;-1;20630356;20630298;4288;0
gene15706;NT_033777.3;-1;20630719;20630664;5142;4
gene15706;NT_033777.3;-1;20631508;20631308;3421;23
gene15706;NT_033777.3;-1;20631777;20631716;2896;1
gene15707;NT_033777.3;1;20635657;20636340;257;218
gene15707;NT_033777.3;1;20636501;20636562;472;2
gene15707;NT_033777.3;1;20637823;20637878;698;0
gene15707;NT_033777.3;1;20639754;20639813;1027;0
gene15707;NT_033777.3;1;20640300;20640368;1119;1
gene15707;NT_033777.3;1;20640745;20640800;1412;0
gene15707;NT_033777.3;1;20641878;20641945;1557;0
gene15707;NT_033777.3;1;20642474;20642530;1464;0
gene15707;NT_033777.3;1;20643364;20643421;796;0
gene15707;NT_033777.3;1;20643855;20643912;1891;1
gene15708;NT_033777.3;-1;20644994;20644937;342;0
gene15708;NT_033777.3;-1;20645313;20645258;153;0
gene15708;NT_033777.3;-1;20645592;20645540;348;1
gene15708;NT_033777.3;-1;20645849;20645795;283;0
gene15708;NT_033777.3;-1;20646189;20646127;273;0
gene15708;NT_033777.3;-1;20646326;20646275;203;0
gene15708;NT_033777.3;-1;20646595;20646531;192;0
gene15708;NT_033777.3;-1;20646883;20646827;22;0
gene15708;NT_033777.3;-1;20647110;20647048;27;0
gene15708;NT_033777.3;-1;20647561;20647501;13;0
gene15708;NT_033777.3;-1;20648008;20647779;34;0
gene15708;NT_033777.3;-1;20648475;20648170;50;0
gene15709;NT_033777.3;-1;20649038;20648975;513;0
gene15709;NT_033777.3;-1;20649247;20649189;599;0
gene15709;NT_033777.3;-1;20649415;20649361;556;0
gene15709;NT_033777.3;-1;20649697;20649642;434;0
gene15709;NT_033777.3;-1;20649955;20649900;355;0
gene15709;NT_033777.3;-1;20650289;20650233;40;2
gene15709;NT_033777.3;-1;20650429;20650375;51;0
gene15709;NT_033777.3;-1;20650694;20650634;44;0
gene15709;NT_033777.3;-1;20650981;20650926;379;0
gene15709;NT_033777.3;-1;20651205;20651146;253;0
gene15709;NT_033777.3;-1;20651656;20651599;215;0
gene15709;NT_033777.3;-1;20651936;20651880;143;0
gene15709;NT_033777.3;-1;20652179;20652098;167;0
gene1571;NC_004354.4;1;13704023;13706147;2617;627
gene1571;NC_004354.4;1;13706327;13709404;1824;1
gene1571;NC_004354.4;1;13709558;13709828;1517;231
gene1571;NC_004354.4;1;13710396;13711510;2380;235
gene1571;NC_004354.4;1;13711894;13712096;3591;128
gene1571;NC_004354.4;1;13712371;13712628;3034;0
gene1571;NC_004354.4;1;13712910;13712981;4029;1
gene1571;NC_004354.4;1;13713142;13713200;4392;2
gene1571;NC_004354.4;1;13713360;13713423;5027;11
gene1571;NC_004354.4;1;13714736;13714823;1485;0
gene1571;NC_004354.4;1;13714960;13715032;983;181
gene1571;NC_004354.4;1;13715612;13715753;505;23
gene1571;NC_004354.4;1;13716317;13716375;2505;5
gene1571;NC_004354.4;1;13716775;13716837;1971;0
gene15710;NT_033777.3;-1;20653726;20653565;3687;1
gene15710;NT_033777.3;-1;20654851;20654736;3598;1
gene15711;NT_033777.3;1;20669743;20671135;1388;0
gene15712;NT_033777.3;-1;20676441;20676375;57094;15
gene15712;NT_033777.3;-1;20677267;20677206;57560;9
gene15715;NT_033777.3;-1;20698334;20693849;204;26
gene15715;NT_033777.3;-1;20700094;20698858;1329;0
gene15715;NT_033777.3;-1;20700593;20700332;117;0
gene15718;NT_033777.3;1;20735825;20736090;8398;33
gene15718;NT_033777.3;1;20736287;20736340;3865;14
gene15718;NT_033777.3;1;20736452;20736510;8705;0
gene15718;NT_033777.3;1;20736673;20736731;1192;0
gene15718;NT_033777.3;1;20736930;20736984;7875;0
gene1572;NC_004354.4;-1;13719410;13719346;4298;0
gene1572;NC_004354.4;-1;13720417;13720352;2135;2
gene15721;NT_033777.3;1;20747304;20747363;804;0
gene15721;NT_033777.3;1;20747773;20747836;1338;0
gene15721;NT_033777.3;1;20748016;20749247;2483;26
gene15721;NT_033777.3;1;20749377;20749468;2403;6
gene15721;NT_033777.3;1;20749659;20749740;3591;7
gene15721;NT_033777.3;1;20749831;20750224;4318;1
gene15721;NT_033777.3;1;20750355;20750687;2109;2095
gene15722;NT_033777.3;-1;20743584;20743528;9526;0
gene15723;NT_033777.3;-1;20745086;20744965;4555;1
gene15723;NT_033777.3;-1;20745271;20745204;8529;1
gene15725;NT_033777.3;1;20757250;20772795;1367;7
gene15725;NT_033777.3;1;20791864;20791936;3784;0
gene15725;NT_033777.3;1;20792250;20792313;6051;0
gene15725;NT_033777.3;1;20792556;20795138;3971;3323
gene15725;NT_033777.3;1;20795275;20797143;4209;2696
gene15725;NT_033777.3;1;20797278;20797344;9546;0
gene15725;NT_033777.3;1;20797474;20797535;210;0
gene15725;NT_033777.3;1;20797677;20797746;7060;0
gene15725;NT_033777.3;1;20797854;20798314;2402;1657
gene15726;NT_033777.3;-1;20758981;20758891;2743;0
gene15726;NT_033777.3;-1;20759374;20759100;2178;1
gene15726;NT_033777.3;-1;20760447;20759905;2546;0
gene15726;NT_033777.3;-1;20760638;20760566;2408;0
gene15726;NT_033777.3;-1;20760879;20760820;745;0
gene15726;NT_033777.3;-1;20761233;20761176;2461;0
gene15727;NT_033777.3;-1;20771786;20771445;123;0
gene15727;NT_033777.3;-1;20772161;20772109;153;0
gene15727;NT_033777.3;-1;20772526;20772471;115;0
gene15728;NT_033777.3;-1;20811592;20811536;1643;0
gene15728;NT_033777.3;-1;20811867;20811813;1397;0
gene15728;NT_033777.3;-1;20812148;20812093;1395;0
gene15728;NT_033777.3;-1;20813236;20813177;792;2
gene15728;NT_033777.3;-1;20813412;20813360;740;3
gene15728;NT_033777.3;-1;20813665;20813612;1049;0
gene15728;NT_033777.3;-1;20814220;20814154;663;1
gene15728;NT_033777.3;-1;20814451;20814391;760;0
gene15728;NT_033777.3;-1;20814580;20814525;653;0
gene15728;NT_033777.3;-1;20814825;20814772;747;0
gene15728;NT_033777.3;-1;20814950;20814895;760;0
gene15728;NT_033777.3;-1;20815197;20815093;877;0
gene15728;NT_033777.3;-1;20816018;20815953;577;0
gene15729;NT_033777.3;-1;20817308;20817215;282;0
gene15729;NT_033777.3;-1;20817494;20817428;2587;1
gene15729;NT_033777.3;-1;20817639;20817586;2811;0
gene15729;NT_033777.3;-1;20818708;20817801;2474;23
gene15730;NT_033777.3;-1;20820649;20820444;7578;12
gene15730;NT_033777.3;-1;20821145;20820799;525;1
gene15730;NT_033777.3;-1;20821427;20821367;1263;0
gene15730;NT_033777.3;-1;20821600;20821542;1290;0
gene15731;NT_033777.3;1;20822274;20822417;226022;10
gene15731;NT_033777.3;1;20822574;20822801;229946;43
gene15731;NT_033777.3;1;20822892;20823131;278431;131
gene15734;NT_033777.3;-1;20823802;20823740;7297;0
gene15734;NT_033777.3;-1;20823934;20823868;4721;5
gene15734;NT_033777.3;-1;20824092;20823966;2495;1
gene15735;NT_033777.3;-1;20825632;20825569;9961;0
gene15735;NT_033777.3;-1;20826063;20825994;8199;0
gene15735;NT_033777.3;-1;20827979;20826344;20413;25
gene15735;NT_033777.3;-1;20830275;20828083;15022;26
gene15738;NT_033777.3;1;20835332;20835874;10544;3
gene15738;NT_033777.3;1;20835985;20837584;8699;30
gene15738;NT_033777.3;1;20837923;20838034;7979;0
gene15738;NT_033777.3;1;20838262;20838324;11952;0
gene15738;NT_033777.3;1;20838446;20838512;8915;0
gene15738;NT_033777.3;1;20838624;20838675;4682;3491
gene15738;NT_033777.3;1;20838888;20839057;3299;1
gene15738;NT_033777.3;1;20839216;20839290;10736;0
gene15739;NT_033777.3;1;20843380;20843447;436;12
gene1574;NC_004354.4;-1;13728684;13728615;582;0
gene1574;NC_004354.4;-1;13728879;13728818;944;15
gene1574;NC_004354.4;-1;13729083;13729024;628;0
gene1574;NC_004354.4;-1;13729759;13729694;561;0
gene1574;NC_004354.4;-1;13730495;13730437;1785;0
gene1574;NC_004354.4;-1;13731548;13730645;2801;191
gene1574;NC_004354.4;-1;13733084;13731623;3434;414
gene1574;NC_004354.4;-1;13733311;13733225;846;0
gene1574;NC_004354.4;-1;13733495;13733442;2448;0
gene1574;NC_004354.4;-1;13733706;13733637;4035;0
gene1574;NC_004354.4;-1;13734642;13733836;3827;2
gene1574;NC_004354.4;-1;13735941;13734739;1942;40
gene15741;NT_033777.3;1;20850944;20851030;323366;38
gene15742;NT_033777.3;-1;20853564;20853508;20;0
gene15742;NT_033777.3;-1;20854513;20854422;17;0
gene15744;NT_033777.3;-1;20861390;20861309;3735;1
gene15744;NT_033777.3;-1;20861565;20861511;4006;0
gene15744;NT_033777.3;-1;20861730;20861678;4314;1
gene15744;NT_033777.3;-1;20861987;20861930;53;0
gene15744;NT_033777.3;-1;20862497;20862436;2929;0
gene15744;NT_033777.3;-1;20862727;20862668;1082;0
gene15744;NT_033777.3;-1;20863577;20863404;510;0
gene15744;NT_033777.3;-1;20863802;20863736;1167;0
gene15744;NT_033777.3;-1;20863958;20863893;1392;0
gene15744;NT_033777.3;-1;20865471;20864054;578;4
gene15744;NT_033777.3;-1;20865915;20865628;577;3
gene15745;NT_033777.3;1;20871100;20871185;26285;92
gene15746;NT_033777.3;1;20873055;20873117;9404;8
gene15747;NT_033777.3;1;20874001;20874059;26;2
gene1575;NC_004354.4;-1;13741655;13737807;2603;2
gene1575;NC_004354.4;-1;13742048;13741978;409;0
gene1575;NC_004354.4;-1;13742315;13742242;2419;7
gene1575;NC_004354.4;-1;13744283;13743735;1786;1
gene15755;NT_033777.3;1;20902225;20902424;252;44
gene15755;NT_033777.3;1;20902589;20902687;615;4
gene15755;NT_033777.3;1;20903295;20903476;1079;44
gene15755;NT_033777.3;1;20903635;20903973;1527;0
gene15755;NT_033777.3;1;20904486;20905927;1672;2
gene15755;NT_033777.3;1;20906013;20906154;786;0
gene15755;NT_033777.3;1;20906432;20906495;467;0
gene15755;NT_033777.3;1;20906698;20906751;1996;2
gene15755;NT_033777.3;1;20906975;20907037;2202;12
gene15755;NT_033777.3;1;20907154;20907487;804;213
gene15755;NT_033777.3;1;20907635;20907932;1418;879
gene15757;NT_033777.3;-1;20911970;20911913;688;2
gene15757;NT_033777.3;-1;20912141;20912078;412;1
gene15757;NT_033777.3;-1;20912409;20912341;416;0
gene15757;NT_033777.3;-1;20930162;20912670;271;1
gene15757;NT_033777.3;-1;20945163;20930946;225;4
gene1576;NC_004354.4;1;13738377;13738439;4100;0
gene1576;NC_004354.4;1;13738911;13738985;4933;1
gene15760;NT_033777.3;1;20926103;20926164;3930;6
gene15760;NT_033777.3;1;20926253;20926344;4857;1
gene15760;NT_033777.3;1;20926691;20926756;3708;10
gene15760;NT_033777.3;1;20926978;20927187;1143;162
gene15760;NT_033777.3;1;20928761;20928837;264;0
gene15761;NT_033777.3;1;20958168;20963724;43738;31945
gene15761;NT_033777.3;1;20959381;20962214;5109;2428
gene15761;NT_033777.3;1;20963857;20963926;55060;0
gene15761;NT_033777.3;1;20964194;20964257;32030;2
gene15761;NT_033777.3;1;20966040;20966397;114659;24
gene15761;NT_033777.3;1;20966614;20967107;54199;50574
gene15761;NT_033777.3;1;20967203;20973172;44846;41509
gene15761;NT_033777.3;1;20973348;20973505;115677;5
gene15761;NT_033777.3;1;20973739;20973810;130532;0
gene15762;NT_033777.3;1;20994424;21008148;5167;18
gene15762;NT_033777.3;1;21008241;21008721;3343;2298
gene15762;NT_033777.3;1;21008737;21011281;2426;445
gene15762;NT_033777.3;1;21011416;21011924;9525;3
gene15762;NT_033777.3;1;21012025;21012090;8722;0
gene15762;NT_033777.3;1;21012211;21012266;6174;0
gene15762;NT_033777.3;1;21012426;21012493;7247;0
gene15762;NT_033777.3;1;21012666;21012890;3997;2
gene15764;NT_033777.3;-1;21005744;21005588;972;0
gene15765;NT_033777.3;1;21016428;21016500;692;2
gene15766;NT_033777.3;1;21017875;21017941;3018;49
gene15766;NT_033777.3;1;21018075;21018129;3847;221
gene15767;NT_033777.3;-1;21021404;21021305;456;0
gene15767;NT_033777.3;-1;21022670;21021585;1074;0
gene15768;NT_033777.3;-1;21025363;21025184;462;0
gene15768;NT_033777.3;-1;21026311;21025497;187;0
gene15768;NT_033777.3;-1;21026520;21026461;277;0
gene15768;NT_033777.3;-1;21027634;21027523;96;0
gene15768;NT_033777.3;-1;21028111;21028050;236;0
gene15768;NT_033777.3;-1;21028494;21028429;39;0
gene15768;NT_033777.3;-1;21028726;21028666;158;0
gene15768;NT_033777.3;-1;21029298;21029238;55;0
gene15768;NT_033777.3;-1;21029861;21029797;63;0
gene15768;NT_033777.3;-1;21031399;21031329;148;0
gene15768;NT_033777.3;-1;21031581;21031520;22;0
gene15768;NT_033777.3;-1;21031798;21031739;112;0
gene15768;NT_033777.3;-1;21032221;21032161;78;0
gene15768;NT_033777.3;-1;21033124;21033046;50;0
gene15768;NT_033777.3;-1;21033696;21033478;71;0
gene15768;NT_033777.3;-1;21034520;21034410;67;0
gene15768;NT_033777.3;-1;21035652;21035568;57;0
gene15768;NT_033777.3;-1;21037517;21037290;39;1
gene15768;NT_033777.3;-1;21039218;21039095;39;0
gene15768;NT_033777.3;-1;21039727;21039671;60;0
gene15768;NT_033777.3;-1;21040057;21039994;23;1
gene15768;NT_033777.3;-1;21040404;21040341;15;1
gene15768;NT_033777.3;-1;21040710;21040647;42;0
gene15768;NT_033777.3;-1;21040977;21040923;24;0
gene15768;NT_033777.3;-1;21041695;21041131;12;0
gene1577;NC_004354.4;1;13740113;13740677;27375;44
gene15770;NT_033777.3;-1;21045200;21045144;1638;0
gene15770;NT_033777.3;-1;21045741;21045685;570;3
gene15771;NT_033777.3;-1;21046335;21046272;3768;2
gene15771;NT_033777.3;-1;21046916;21046820;1376;330
gene15772;NT_033777.3;-1;21048111;21048042;2182;0
gene15773;NT_033777.3;-1;21050890;21050830;134;0
gene15774;NT_033777.3;-1;21055344;21052243;5766;992
gene15774;NT_033777.3;-1;21055631;21055416;6702;3
gene15774;NT_033777.3;-1;21055786;21055724;6601;0
gene15774;NT_033777.3;-1;21055963;21055903;5628;0
gene15774;NT_033777.3;-1;21056467;21056410;6845;0
gene15774;NT_033777.3;-1;21056694;21056627;7109;0
gene15774;NT_033777.3;-1;21057575;21056851;785;0
gene15774;NT_033777.3;-1;21057786;21057715;1387;0
gene15774;NT_033777.3;-1;21058015;21057952;5143;0
gene15774;NT_033777.3;-1;21058260;21058201;4131;0
gene15775;NT_033777.3;-1;21063425;21063335;3885;0
gene15775;NT_033777.3;-1;21063897;21063830;963;0
gene15776;NT_033777.3;1;21067500;21068068;25158;20
gene15776;NT_033777.3;1;21068778;21068837;20788;3
gene15777;NT_033777.3;-1;21072488;21071825;2128;0
gene15777;NT_033777.3;-1;21073065;21073006;4129;0
gene15778;NT_033777.3;1;21076333;21076597;14;4
gene15780;NT_033777.3;-1;21084134;21084071;2214;0
gene15780;NT_033777.3;-1;21084352;21084290;540;0
gene15780;NT_033777.3;-1;21084537;21084477;7996;0
gene15780;NT_033777.3;-1;21084718;21084655;7008;2
gene15780;NT_033777.3;-1;21084959;21084900;5321;3
gene15780;NT_033777.3;-1;21085161;21085104;5161;4
gene15780;NT_033777.3;-1;21086068;21086005;2320;0
gene15780;NT_033777.3;-1;21087431;21087177;1451;0
gene15780;NT_033777.3;-1;21087875;21087773;1429;3
gene15780;NT_033777.3;-1;21088115;21088048;1821;0
gene15780;NT_033777.3;-1;21088295;21088196;154;0
gene15780;NT_033777.3;-1;21096091;21088688;1973;16
gene15780;NT_033777.3;-1;21097250;21096183;1367;8
gene15782;NT_033777.3;-1;21099289;21099223;638;1
gene15782;NT_033777.3;-1;21099520;21099463;1991;7
gene15782;NT_033777.3;-1;21099789;21099726;722;0
gene15782;NT_033777.3;-1;21101194;21101135;835;2
gene15782;NT_033777.3;-1;21101448;21101379;1179;0
gene15784;NT_033777.3;1;21102662;21102722;998;2
gene15784;NT_033777.3;1;21102919;21103421;527;2
gene15784;NT_033777.3;1;21103591;21103643;2946;3
gene15784;NT_033777.3;1;21104176;21104585;4016;22
gene15784;NT_033777.3;1;21104810;21104881;5107;0
gene15785;NT_033777.3;-1;21106635;21106572;572;0
gene15785;NT_033777.3;-1;21107817;21107754;265;0
gene15786;NT_033777.3;1;21109051;21109246;2082;3
gene15786;NT_033777.3;1;21109589;21109651;3665;0
gene15786;NT_033777.3;1;21109726;21110018;3148;18
gene15786;NT_033777.3;1;21110195;21110251;3276;0
gene15786;NT_033777.3;1;21110558;21110615;2960;2
gene15787;NT_033777.3;1;21111856;21113945;23841;52
gene15787;NT_033777.3;1;21114068;21114752;11440;1
gene15787;NT_033777.3;1;21115102;21115250;2385;1
gene15788;NT_033777.3;1;21116634;21116695;2845;8
gene15788;NT_033777.3;1;21117061;21117116;4604;0
gene15788;NT_033777.3;1;21117545;21117595;2833;0
gene1579;NC_004354.4;-1;13750315;13746849;6052;14
gene1579;NC_004354.4;-1;13750585;13750456;6729;0
gene15790;NT_033777.3;-1;21120833;21120740;9795;3
gene15790;NT_033777.3;-1;21121029;21120970;9571;4
gene15790;NT_033777.3;-1;21121552;21121220;8278;7
gene15790;NT_033777.3;-1;21122071;21122008;3936;3
gene15790;NT_033777.3;-1;21122321;21122252;6329;0
gene15790;NT_033777.3;-1;21125161;21122594;8631;5
gene15790;NT_033777.3;-1;21126937;21125385;8299;136
gene15791;NT_033777.3;1;21128055;21128120;7522;9
gene15791;NT_033777.3;1;21128218;21128346;9105;13
gene15791;NT_033777.3;1;21128494;21128551;747;0
gene15794;NT_033777.3;-1;21132999;21132945;3180;0
gene15794;NT_033777.3;-1;21133704;21133650;198;0
gene15795;NT_033777.3;1;21134506;21134568;2483;0
gene15795;NT_033777.3;1;21135058;21135116;1156;1
gene15795;NT_033777.3;1;21135280;21135334;764;1
gene15795;NT_033777.3;1;21135818;21135872;3381;0
gene15795;NT_033777.3;1;21136317;21136714;3611;1590
gene15795;NT_033777.3;1;21136946;21137008;6878;2
gene15795;NT_033777.3;1;21137464;21137519;638;0
gene15796;NT_033777.3;1;21139066;21139117;4586;2
gene15796;NT_033777.3;1;21139580;21139689;1376;1
gene15797;NT_033777.3;1;21155072;21155232;300;1
gene15797;NT_033777.3;1;21156412;21157437;892;466
gene15797;NT_033777.3;1;21157658;21173838;1533;61
gene15797;NT_033777.3;1;21175634;21178277;783;246
gene15797;NT_033777.3;1;21178400;21178579;541;3
gene15797;NT_033777.3;1;21179205;21179267;1899;0
gene15797;NT_033777.3;1;21179391;21185547;1877;124
gene15797;NT_033777.3;1;21185585;21202451;2338;2314
gene15797;NT_033777.3;1;21201409;21201684;454;6
gene15797;NT_033777.3;1;21202586;21207618;6455;1211
gene15797;NT_033777.3;1;21207668;21210788;7976;876
gene15797;NT_033777.3;1;21211080;21211140;8768;0
gene15797;NT_033777.3;1;21211320;21211386;9118;0
gene15797;NT_033777.3;1;21211591;21211747;13353;0
gene158;NC_004354.4;-1;1380137;1379373;10564;521
gene15800;NT_033777.3;-1;21166071;21166012;1795;0
gene15800;NT_033777.3;-1;21166310;21166251;470;0
gene15800;NT_033777.3;-1;21166885;21166818;450;0
gene15800;NT_033777.3;-1;21167799;21167734;1217;0
gene15800;NT_033777.3;-1;21168017;21167958;159;0
gene15801;NT_033777.3;1;21215251;21215308;3165;0
gene15803;NT_033777.3;-1;21217770;21217712;1105;0
gene15803;NT_033777.3;-1;21218003;21217949;5006;8
gene15803;NT_033777.3;-1;21218672;21218619;864;7
gene15804;NT_033777.3;1;21219457;21219508;562;0
gene15804;NT_033777.3;1;21220269;21220329;1876;0
gene15804;NT_033777.3;1;21220555;21220616;233;0
gene15804;NT_033777.3;1;21221107;21221172;2186;5
gene15804;NT_033777.3;1;21221268;21221325;2423;1
gene15804;NT_033777.3;1;21221751;21221809;1182;4
gene15805;NT_033777.3;-1;21223256;21223195;4143;26
gene15807;NT_033777.3;1;21224080;21224775;1873;10
gene15807;NT_033777.3;1;21225031;21225097;1803;1
gene15807;NT_033777.3;1;21226505;21226650;287;7
gene15807;NT_033777.3;1;21227815;21227931;1428;0
gene15807;NT_033777.3;1;21228364;21228426;3480;0
gene15807;NT_033777.3;1;21228583;21228654;4719;0
gene15808;NT_033777.3;-1;21230422;21230367;5095;2
gene15808;NT_033777.3;-1;21230659;21230599;4028;0
gene15808;NT_033777.3;-1;21230816;21230751;4293;0
gene15808;NT_033777.3;-1;21231675;21231589;3833;11
gene15808;NT_033777.3;-1;21231909;21231844;4323;2
gene15809;NT_033777.3;1;21242927;21242984;17;0
gene15809;NT_033777.3;1;21243349;21243404;41;0
gene15809;NT_033777.3;1;21243479;21243533;38;0
gene15809;NT_033777.3;1;21243734;21243792;33;0
gene15809;NT_033777.3;1;21243906;21243961;29;0
gene15809;NT_033777.3;1;21244179;21244238;34;0
gene15809;NT_033777.3;1;21244412;21244478;17;0
gene15809;NT_033777.3;1;21244963;21245023;46;0
gene1581;NC_004354.4;-1;13756583;13756516;3127;18
gene15810;NT_033777.3;1;21259024;21259470;125;0
gene15810;NT_033777.3;1;21259634;21259706;28;0
gene15810;NT_033777.3;1;21259888;21261819;69;34
gene15811;NT_033777.3;-1;21267225;21267146;37753;4
gene15811;NT_033777.3;-1;21267509;21267454;40718;3
gene15811;NT_033777.3;-1;21267619;21267558;42462;12
gene15811;NT_033777.3;-1;21268770;21267741;34533;47
gene15813;NT_033777.3;-1;21269744;21269685;31991;0
gene15813;NT_033777.3;-1;21269950;21269895;22411;1
gene15814;NT_033777.3;1;21270531;21270586;5330;0
gene15815;NT_033777.3;-1;21272154;21272094;14192;4
gene15815;NT_033777.3;-1;21272486;21272437;9038;0
gene15815;NT_033777.3;-1;21273340;21272836;9705;27
gene15816;NT_033777.3;-1;21275638;21275581;6689;3
gene15817;NT_033777.3;-1;21279967;21279844;67;0
gene15817;NT_033777.3;-1;21284077;21280607;227;0
gene15817;NT_033777.3;-1;21291171;21284178;183;1
gene15817;NT_033777.3;-1;21291318;21291239;136;0
gene15818;NT_033777.3;1;21283718;21283779;13;0
gene1582;NC_004354.4;1;13758084;13758149;1210;6
gene1582;NC_004354.4;1;13758307;13758359;4659;2
gene15821;NT_033777.3;-1;21321221;21321158;3340;0
gene15821;NT_033777.3;-1;21321795;21321420;4046;0
gene15821;NT_033777.3;-1;21322172;21322113;1022;1
gene15821;NT_033777.3;-1;21322420;21322348;1229;0
gene15821;NT_033777.3;-1;21322634;21322567;3942;1
gene15821;NT_033777.3;-1;21322838;21322755;2035;0
gene15821;NT_033777.3;-1;21323438;21322967;1263;1
gene15821;NT_033777.3;-1;21323615;21323528;2834;0
gene15821;NT_033777.3;-1;21323880;21323754;3208;0
gene15821;NT_033777.3;-1;21324103;21324019;2557;1
gene15821;NT_033777.3;-1;21337676;21334769;1845;15
gene15821;NT_033777.3;-1;21341886;21337825;1115;17
gene15821;NT_033777.3;-1;21348395;21343049;584;6
gene15824;NT_033777.3;-1;21354973;21354695;1878;0
gene15825;NT_033777.3;-1;21356810;21356705;753;4
gene15826;NT_033777.3;-1;21358004;21357759;1130;9
gene1583;NC_004354.4;1;13759807;13759868;48900;1
gene1583;NC_004354.4;1;13760252;13760323;50476;2
gene15830;NT_033777.3;1;21360555;21360627;2375;0
gene15831;NT_033777.3;1;21361611;21361669;1412;0
gene15834;NT_033777.3;-1;21364713;21364646;3768;0
gene1584;NC_004354.4;1;13768158;13768658;2338;1
gene1584;NC_004354.4;1;13768804;13768868;3970;0
gene1584;NC_004354.4;1;13769061;13769143;2944;0
gene1584;NC_004354.4;1;13769555;13769810;816;16
gene1584;NC_004354.4;1;13770143;13770765;1549;450
gene1584;NC_004354.4;1;13770805;13771127;1986;450
gene1584;NC_004354.4;1;13771204;13771276;1696;0
gene1584;NC_004354.4;1;13772486;13772557;3544;2
gene1584;NC_004354.4;1;13772696;13772785;1112;289
gene1584;NC_004354.4;1;13773754;13773805;2283;0
gene1584;NC_004354.4;1;13776381;13776675;1411;68
gene15842;NT_033777.3;-1;21351302;21351244;1265;5
gene15842;NT_033777.3;-1;21354973;21354695;1878;2
gene15842;NT_033777.3;-1;21356810;21356705;753;4
gene15842;NT_033777.3;-1;21358004;21357759;1130;9
gene15842;NT_033777.3;-1;21364713;21364646;3768;0
gene15842;NT_033777.3;-1;21376601;21375913;12322;12
gene15842;NT_033777.3;-1;21376818;21376742;22033;2
gene15846;NT_033777.3;1;21380945;21381372;12;0
gene15847;NT_033777.3;1;21389460;21389580;69;0
gene1585;NC_004354.4;-1;13781158;13780651;7381;3
gene1585;NC_004354.4;-1;13781472;13781327;19371;0
gene1585;NC_004354.4;-1;13781809;13781734;16208;34
gene15850;NT_033777.3;1;21405510;21405578;118;0
gene15850;NT_033777.3;1;21405889;21405977;204;0
gene15851;NT_033777.3;1;21407707;21407765;161;0
gene15851;NT_033777.3;1;21407943;21408012;60;0
gene15852;NT_033777.3;1;21409391;21409452;90;1
gene15852;NT_033777.3;1;21409630;21409689;33;0
gene15853;NT_033777.3;-1;21410702;21410651;158;10
gene15853;NT_033777.3;-1;21411073;21410786;191;0
gene15853;NT_033777.3;-1;21433264;21411253;473;3
gene15855;NT_033777.3;-1;21445084;21442401;60;1
gene15857;NT_033777.3;1;21482853;21482980;506;7
gene15857;NT_033777.3;1;21483856;21483951;96;0
gene15857;NT_033777.3;1;21486604;21486666;2122;0
gene15857;NT_033777.3;1;21486879;21486932;2337;0
gene15859;NT_033777.3;1;21500431;21502253;72;3
gene15859;NT_033777.3;1;21502670;21507130;20;0
gene15859;NT_033777.3;1;21507360;21512048;17;0
gene15860;NT_033777.3;1;21521153;21522803;268;2
gene15860;NT_033777.3;1;21523033;21523087;1855;1
gene15860;NT_033777.3;1;21523509;21523566;2203;0
gene15860;NT_033777.3;1;21523689;21523751;171;0
gene15860;NT_033777.3;1;21524118;21524187;201;0
gene15860;NT_033777.3;1;21524516;21524578;1230;0
gene15860;NT_033777.3;1;21524650;21525526;4136;1046
gene15860;NT_033777.3;1;21525764;21525828;4705;0
gene15860;NT_033777.3;1;21526903;21527262;1246;21
gene15860;NT_033777.3;1;21527402;21527467;4118;0
gene15863;NT_033777.3;-1;21549461;21549243;195;0
gene15863;NT_033777.3;-1;21554531;21549740;297;0
gene15863;NT_033777.3;-1;21555631;21554791;49;0
gene15864;NT_033777.3;-1;21568171;21567859;449;2
gene15864;NT_033777.3;-1;21568331;21568274;261;0
gene15864;NT_033777.3;-1;21568971;21568851;401;39
gene15865;NT_033777.3;-1;21575987;21575917;1030;0
gene15865;NT_033777.3;-1;21576350;21576293;706;0
gene15865;NT_033777.3;-1;21577067;21577005;881;0
gene15865;NT_033777.3;-1;21577284;21577183;656;0
gene15865;NT_033777.3;-1;21577783;21577710;674;0
gene15865;NT_033777.3;-1;21578211;21578147;610;0
gene15865;NT_033777.3;-1;21578559;21578501;476;0
gene15865;NT_033777.3;-1;21578796;21578730;534;0
gene15865;NT_033777.3;-1;21579469;21579373;644;1
gene15868;NT_033777.3;-1;21622811;21621697;5499;13
gene15868;NT_033777.3;-1;21623838;21623652;3938;1
